Name,Album,Artist,Album_Artist,Genre,Year,Date_Added,Group,Play_Count,Location,All_Artists,Comments,Composer
Move On Me [Extended Mix],GENERATION HEX 004 E.P.,Tom & Jame × Holl & Rush,Various Artist,Future House / Future Bounce,2017,2017-03-04 10:29:16,HEXAGON,20,iTunes Media/Music/Various Artist/GENERATION HEX 004 E.P_/04 Move On Me [Extended Mix].mp3,"Holl & Rush, Tom & Jame",,
Down,Down [Single],METR,METR,Future House / Future Bounce,2017,2017-03-06 20:21:26,JOMPA,27,iTunes Media/Music/METR/Down [Single]/Down.mp3,METR,,
Don't Give Up [Vigel Remix],Don't Give Up [Remix],Morgan Page (feat. Lissie),Morgan Page,Electro House,2017,2017-03-06 20:21:26,ARMADA MUSIC,20,iTunes Media/Music/Morgan Page/Don't Give Up [Remix]/Don't Give Up [Vigel Remix].mp3,"Lissie, Morgan Page, Vigel",,
ARYA [Original Mix],ARYA [Single],VSNS,VSNS,Big Room,2017,2017-03-06 20:21:26,EDMTV,12,iTunes Media/Music/VSNS/ARYA [Single]/ARYA [Original Mix].mp3,VSNS,,
I Would Like [STVCKS Remix],I Would Like [Remixes],Zara Larsson,Zara Larsson,Future House / Future Bounce,2016,2017-03-06 20:21:26,-,9,iTunes Media/Music/Zara Larsson/I Would Like [Remixes]/02 I Would Like [STVCKS Remix].mp3,"STVCKS, Zara Larsson",,
Waiting On Your Call,Waiting On Your Call [Single],Anevo (feat. Park Avenue),Anevo,Trap,2017,2017-03-07 13:47:00,MONSTERCAT,67,iTunes Media/Music/Anevo/Waiting On Your Call [Single]/Waiting On Your Call.mp3,"Anevo, Park Avenue",,
Do You Remember [Grey Remix],Do You Remember [Remix],Jarryd James,Jarryd James,Electro Pop,2017,2017-03-07 13:47:00,INTERSCOPE,49,iTunes Media/Music/Jarryd James/Do You Remember [Remix]/Do You Remember [Grey Remix].mp3,"Grey, Jarryd James",,
Step Up Your Game,Step Up Your Game [Single],Mesto,Mesto,Drum & Bass,2017,2017-03-09 20:40:30,SPINNIN' PREMIUM,25,iTunes Media/Music/Mesto/Step Up Your Game [Single]/Step Up Your Game.mp3,Mesto,,
Reality [Extended Mix],Reality [Single],Adventurer,Adventurer,Progressive House,2017,2017-03-11 16:55:51,REVEALED,21,iTunes Media/Music/Adventurer/Reality [Single]/Reality [Extended Mix].mp3,Adventurer,,
Breath Of The Wild [Trap Remix],Game Music Compilation,CG5,Various Artist,Trap,2017,2017-03-11 17:01:25,GAMECHOPS,42,iTunes Media/Music/Compilations/Game Music Compilation/2-03 Breath Of The Wild [Trap Remix].mp3,CG5,,
Warfare [Extended Mix],Warfare [Single],R3SPAWN & Kroshwell,R3SPAWN & Kroshwell,Big Room,2017,2017-03-11 17:49:55,REVEALED,19,iTunes Media/Music/R3SPAWN & Kroshwell/Warfare [Single]/Warfare [Extended Mix].mp3,"Kroshwell, R3SPAWN",,
Can't Stop The Future World [BKID Mashup],EDM Mashup Compilation,Madison Mars V/S Justin Timberlake V/S Swedish House Mafia | BKID,Various Artist,House / Mashup,2016,2017-03-11 20:01:33,-,28,iTunes Media/Music/Compilations/EDM Mashup Compilation/2-07 Can't Stop The Future World [BK.mp3,"BKID, Justin Timberlake, Madison Mars, Swedish House Mafia, Axwell, Sebastian Ingrosso, Steve Angello",,
Scared To Be Lonely,Scared To Be Lonely,Martin Garrix & Dua Lipa,Martin Garrix & Dua Lipa,Future Bass,2017,2017-03-11 20:01:33,STMPD,24,iTunes Media/Music/Martin Garrix & Dua Lipa/Scared To Be Lonely/01 Scared To Be Lonely.mp3,"Dua Lipa, Martin Garrix",,
Used To Have It All [Ravitez Remix],Used To Have It All [Remix],Fais & Afrojack,Fais & Afrojack,Progressive House,2017,2017-03-15 17:56:35,WALL,16,iTunes Media/Music/Fais & Afrojack/Used To Have It All [Remix]/Used To Have It All [Ravitez Remix].mp3,"Afrojack, Fais, Chico Rose",,
Nova [Extended Mix],Nova [Single],Dirty Ducks & Charlie Ray,Dirty Ducks & Charlie Ray,Big Room,2017,2017-03-15 17:56:35,REVEALED,22,iTunes Media/Music/Dirty Ducks & Charlie Ray/Nova [Single]/Nova [Extended Mix].mp3,"Charlie Ray, Dirty Ducks",,
Scio [Extended Mix],Scio [Single],Jay Hardway,Jay Hardway,Progressive House,2017,2017-03-15 17:56:35,SPINNIN',27,iTunes Media/Music/Jay Hardway/Scio [Single]/Scio [Extended Mix].mp3,Jay Hardway,,
Brutal [Faruk Sabanci Edit],Brutal [Remix],Jimmy Clash,Jimmy Clash,Big Room,2017,2017-03-15 17:56:35,REVEALED,15,iTunes Media/Music/Jimmy Clash/Brutal [Remix]/Brutal [Faruk Sabanci Edit].mp3,"Faruk Sabanci, Jimmy Clash",,
Silencio,Silencio [Single],KRANE × Oceans,KRANE × Oceans,Trap,2016,2017-03-15 17:56:35,-,23,iTunes Media/Music/KRANE × Oceans/Silencio [Single]/Silencio.mp3,"KRANE, Oceans",,
BLAST,BLAST [Single],Tokyo Machine,Tokyo Machine,8-Bit House,2017,2017-03-15 17:56:35,MONSTERCAT,29,iTunes Media/Music/Tokyo Machine/BLAST [Single]/BLAST.mp3,Tokyo Machine,,
Jumpstarter [Extended Mix],Jumpstarter [Single],TWIIG,TWIIG,Big Room,2017,2017-03-15 17:56:35,MAINSTAGE MUSIC,10,iTunes Media/Music/TWIIG/Jumpstarter [Single]/Jumpstarter [Extended Mix].mp3,TWIIG,,
Make It Home [Original Mix],Make It Home [Single],TwoWorldsApart & Tom Bourra (feat. Max Landry),TwoWorldsApart & Tom Bourra,Progressive House,2017,2017-03-15 17:56:35,REVERSE,13,iTunes Media/Music/TwoWorldsApart & Tom Bourra/Make It Home [Single]/Make It Home [Original Mix].mp3,"Max Landry, Tom Bourra, TwoWorldsApart",,
Shape of You [Ellis Remix],Shape Of You [Remixes],Ed Sheeran,Ed Sheeran,Future House / Future Bounce,2017,2017-03-15 18:07:47,-,21,iTunes Media/Music/Ed Sheeran/Shape Of You [Remixes]/02 Shape of You [Ellis Remix].mp3,"Ed Sheeran, Ellis",,
Fonk It Up [Extended Mix],Fonk It Up [Single],Dannic,Dannic,Electro House,2017,2017-03-18 16:14:56,FONK,16,iTunes Media/Music/Dannic/Fonk It Up [Single]/Fonk It Up [Extended Mix].mp3,Dannic,,
Back Again,Back Again [Single],Flosstradamus & Mayhem (feat. Waka Flocka Flame),Flosstradamus & Mayhem,Trap,2017,2017-03-18 16:14:56,ULTRA,28,iTunes Media/Music/Flosstradamus & Mayhem/Back Again [Single]/Back Again.mp3,"Flosstradamus, Mayhem, Waka Flocka Flame",,
Baldadig [Extended Mix],Baldadig [Single],Hardwell & Quitino,Hardwell & Quitino,Big Room,2016,2017-03-18 16:14:56,REVEALED,21,iTunes Media/Music/Hardwell & Quitino/Baldadig [Single]/Baldadig [Extended Mix].mp3,"Hardwell, Quitino",,
Kundalini [Extended Mix],Kundalini [Single],Headhunterz & Skytech,Headhunterz & Skytech,Big Room,2016,2017-03-18 16:14:56,SPINNIN',20,iTunes Media/Music/Headhunterz & Skytech/Kundalini [Single]/Kundalini [Extended Mix].mp3,"Headhunterz, Skytech",,
Pain Is Gone,Pain Is Gone [Single],Bq × Jo Cohen × Marky Style,Bq × Jo Cohen × Marky Style,Future Bass,2017,2017-03-18 16:14:56,TRAP CITY,29,iTunes Media/Music/Bq × Jo Cohen × Marky Style/Pain Is Gone [Single]/Pain Is Gone.mp3,"Bq, Jo Cohen, Marky Style",,
Scare To Be Lonely [Brooks Remix],Scared To Be Lonely,Martin Garrix & Dua Lipa,Martin Garrix & Dua Lipa,Future House / Future Bounce,2017,2017-03-18 16:14:56,STMPD,19,iTunes Media/Music/Martin Garrix & Dua Lipa/Scared To Be Lonely/02 Scare To Be Lonely [Brooks Remix].mp3,"Brooks, Dua Lipa, Martin Garrix",,
Gecko (Overdrive) [Extended Mix],Gecko (Overdrive) [Single],Oliver Heldens × Becky Hill,Oliver Heldens × Becky Hill,Future House / Future Bounce,2014,2017-03-18 16:14:56,SPINNIN',23,iTunes Media/Music/Oliver Heldens × Becky Hill/Gecko (Overdrive) [Single]/Gecko (Overdrive) [Extended Mix].mp3,"Becky Hill, Oliver Heldens",,
Bug Twerk [Extended Mix],Bug Twerk [Single],Ravitez,Ravitez,Electro House,2017,2017-03-18 16:14:56,REVEALED,23,iTunes Media/Music/Ravitez/Bug Twerk [Single]/Bug Twerk [Extended Mix].mp3,Chico Rose,,
Never Let You Go [Don Diablo Remix],Never Let You Go [Remix],Rudimental,Rudimental,Future House / Future Bounce,2015,2017-03-18 16:14:56,ASYLUM / MAJOR TOM'S,49,iTunes Media/Music/Rudimental/Never Let You Go [Remix]/Never Let You Go [Don Diablo Remix].mp3,"Don Diablo, Rudimental",,
Children Of A Miracle [Original Mix],Children Of A Miracle,Don Diablo & Marnik,Don Diablo & Marnik,Future Bass,2017,2017-03-18 18:21:58,HEXAGON,25,iTunes Media/Music/Don Diablo & Marnik/Children Of A Miracle/01 Children Of A Miracle [Original M.mp3,"Don Diablo, Marnik",,
Eastern Ghetto [Original Mix],Eastern Ghetto [Single],Chris Later & Dirty Palm,Chris Later & Dirty Palm,Future House / Future Bounce,2017,2017-03-24 10:26:24,NIK COOPER,24,iTunes Media/Music/Chris Later & Dirty Palm/Eastern Ghetto [Single]/Eastern Ghetto [Original Mix].mp3,"Chris Later, Dirty Palm",,
Kingdom [Extended Mix],The Miami EP,Dirty Ducks & We AM,Various Artist,Electro House,2017,2017-03-24 10:26:24,FONK,16,iTunes Media/Music/Various Artist/The Miami EP/02 Kingdom [Extended Mix].mp3,"Dirty Ducks, We AM",,
Calling [Zonderling Remix],Calling [Remix],DJ Licious,DJ Licious,House,2017,2017-03-24 10:26:24,SHOMI,27,iTunes Media/Music/DJ Licious/Calling [Remix]/Calling [Zonderling Remix].mp3,"DJ Licious, Zonderling",,
Feel Good [Original Mix],Feel Good [Single],Dytone,Dytone,Future House / Future Bounce,2017,2017-03-24 10:26:24,SICK & SOUND,11,iTunes Media/Music/Dytone/Feel Good [Single]/Feel Good [Original Mix].mp3,Dytone,,
Everytime [Original Mix],Everytime [Single],eedion,eedion,Future House / Future Bounce,2017,2017-03-24 10:26:24,FUTURE HOUSE RECORDS,15,iTunes Media/Music/eedion/Everytime [Single]/Everytime [Original Mix].mp3,eedion,,
Welcome To The Real World,Welcome To The Real World [Single],Frik 'N Krazy × Thisink,Frik 'N Krazy × Thisink,Melodic Dubstep,2017,2017-03-24 10:26:24,EMNETWORK,13,iTunes Media/Music/Frik 'N Krazy × Thisink/Welcome To The Real World [Single]/Welcome To The Real World.mp3,"Frik 'N Krazy, Thisink",,
Fade [Extended Mix],The Miami EP,LoaX,Various Artist,Electro House,2017,2017-03-24 10:26:24,FONK,14,iTunes Media/Music/Various Artist/The Miami EP/01 Fade [Extended Mix].mp3,LoaX,,
Fighting On Our Own [Original Mix],Fighting On Our Own [Single],"Loreno Mayer, Edyra & Nickobella (feat. Enya Angel)","Loreno Mayer, Edyra & Nickobella",Progressive House,2017,2017-03-24 10:26:24,PUREGOLD,13,"iTunes Media/Music/Loreno Mayer, Edyra & Nickobella/Fighting On Our Own [Single]/Fighting On Our Own [Original Mix].mp3","Edyra, Enya Angel, Loreno Mayer, Nickobella",,
Rise Above,Origins / Rise Above,Phaera (feat. Jem Strickland),Phaera,Melodic Dubstep,2017,2017-03-24 10:26:24,EYE TO EYE,10,iTunes Media/Music/Phaera/Origins _ Rise Above/Rise Above.mp3,"Jem Strickland, Phaera",,
Rumble [Extended Mix],Rumble [Single],REGGIO & Sansixto,REGGIO & Sansixto,Big Room,2017,2017-03-24 10:26:24,REVEALED,8,iTunes Media/Music/REGGIO & Sansixto/Rumble [Single]/Rumble [Extended Mix].mp3,"REGGIO, Sansixto",,
Aubade [Exclusion Remix],Aubade [Remix],Satellite Empire,Satellite Empire,Melodic Dubstep,2017,2017-03-24 10:26:24,NEW DAWN COLLECTIVE,28,iTunes Media/Music/Satellite Empire/Aubade [Remix]/Aubade [Exclusion Remix].mp3,"Exclusion, Satellite Empire",,
Back To Me [Extended Mix],Back To Me [Single],KSHMR & Crossnaders (feat. Micky Blue),KSHMR & Crossnaders,Big Room,2017,2017-03-24 12:50:00,SPINNIN',10,iTunes Media/Music/KSHMR & Crossnaders/Back To Me [Single]/Back To Me [Extended Mix].mp3,"Crossnaders, KSHMR, Micky Blue",,
Twinbow,Twinbow [Single],slushii × marshmello,slushii × marshmello,Kawaii Future Bass,2017,2017-03-24 12:50:00,-,18,iTunes Media/Music/slushii × marshmello/Twinbow [Single]/Twinbow.mp3,"marshmello, slushii",,
Fireflies,Fireflies [Single],Teminite & Starr Chen,Teminite & Starr Chen,Dubstep / Brostep / Riddim,2017,2017-03-24 12:50:00,-,19,iTunes Media/Music/Teminite & Starr Chen/Fireflies [Single]/Fireflies.mp3,"Starr Chen, Teminite",,
Poison [Original Mix],Poison [Single],Kroshwell,Kroshwell,Big Room,2017,2017-03-25 17:22:54,EDMTV,9,iTunes Media/Music/Kroshwell/Poison [Single]/Poison [Original Mix].mp3,Kroshwell,,
Swing [Original Mix],Swing [Single],Math Sunshine & Loris Cimino,Math Sunshine & Loris Cimino,Electro House,2017,2017-03-25 17:22:54,REVERSE,13,iTunes Media/Music/Math Sunshine & Loris Cimino/Swing [Single]/Swing [Original Mix].mp3,"Loris Cimino, Math Sunshine",,
Horus [Original Mix],Horus [Single],GLDN & Aztec,GLDN & Aztec,Big Room,2017,2017-03-25 17:22:54,CELL,9,iTunes Media/Music/GLDN & Aztec/Horus [Single]/Horus [Original Mix].mp3,"Aztec, GLDN",,
Touch The Sky [Original Mix],Touch The Sky [Single],98.20.11 & Bienkovsky,98.20.11 & Bienkovsky,Progressive House,2017,2017-03-26 22:25:53,EXPOSED,7,iTunes Media/Music/98.20.11 & Bienkovsky/Touch The Sky [Single]/Touch The Sky [Original Mix].mp3,"98.20.11, Bienkovsky",,
Opgeturnt,Opgeturnt [Single],Kraantje Pappie × Lucas & Steve,Kraantje Pappie × Lucas & Steve,Future House / Future Bounce,2017,2017-03-26 22:25:53,SPINNIN' REMIXES,14,iTunes Media/Music/Kraantje Pappie × Lucas & Steve/Opgeturnt [Single]/Opgeturnt.mp3,"Kraantje Pappie, Lucas & Steve",,
The Ghost [Original Mix],The Ghost [Single],NIVIRO,NIVIRO,Big Room,2017,2017-03-26 22:25:53,NCS,17,iTunes Media/Music/NIVIRO/The Ghost [Single]/The Ghost [Original Mix].mp3,NIVIRO,,
Skin [Our Psych Remix],Skin [Remix],Retro Stefson,Retro Stefson,Future House / Future Bounce,2016,2017-03-26 22:25:53,-,10,iTunes Media/Music/Retro Stefson/Skin [Remix]/Skin [Our Psych Remix].mp3,"Our Psych, Retro Stefson",,
Rogue Ones [Extended Mix],Rogue Ones [Single],Joey Dale & Adventurer (feat. Micah Martin),Joey Dale & Adventurer,Progressive House,2017,2017-03-27 20:16:44,REVEALED,22,iTunes Media/Music/Joey Dale & Adventurer/Rogue Ones [Single]/Rogue Ones [Extended Mix].mp3,"Adventurer, Joey Dale, Micah Martin",,
Cell [2017 Trap Reboot],Cell [Remix],Julian Calor,Julian Calor,Trap,2017,2017-03-27 20:16:44,REVEALED,38,iTunes Media/Music/Julian Calor/Cell [Remix]/Cell [2017 Trap Reboot].mp3,Julian Calor,,
Over Again [Extended Mix],Over Again [Single],RetroVision (feat. Micah Martin),RetroVision,Future House / Future Bounce,2017,2017-03-27 20:16:44,NCS,28,iTunes Media/Music/RetroVision/Over Again [Single]/Over Again [Extended Mix].mp3,"Micah Martin, RetroVision",,
Symphony [Beau Collins Remix],Symphony [Remixes],Clean Bandit (feat. Zara Larsson),Clean Bandit,Future House / Future Bounce,2017,2017-03-29 21:27:13,FUTURE HOUSE MUSIC,18,iTunes Media/Music/Clean Bandit/Symphony [Remixes]/01 Symphony [Beau Collins Remix].mp3,"Beau Collins, Clean Bandit, Zara Larsson",,
Selecta [Extended Mix],Selecta [Single],Roses,Roses,Future House / Future Bounce,2017,2017-03-31 10:06:48,FATED,25,iTunes Media/Music/Roses/Selecta [Single]/Selecta [Extended Mix].mp3,Roses,,
Us Against The World,Us Against The World [Single],Darren Styles,Darren Styles,Happy Hardcore,2017,2017-04-04 08:32:29,MONSTERCAT,40,iTunes Media/Music/Darren Styles/Us Against The World [Single]/Us Against The World.mp3,Darren Styles,,
One Life Short,One Life Short [Single],Geoxor,Geoxor,Electro House,2017,2017-04-04 08:32:29,NINETY9LIVES,30,iTunes Media/Music/Geoxor/One Life Short [Single]/One Life Short.mp3,Geoxor,,
Byte [Extended Mix],Byte,Martin Garrix & Brooks,Martin Garrix & Brooks,Future House / Future Bounce,2017,2017-04-07 09:34:48,STMPD,31,iTunes Media/Music/Martin Garrix & Brooks/Byte/01 Byte [Extended Mix].mp3,"Brooks, Martin Garrix",,
Aurora [Original Mix],Aurora [Single],Joe Jayson & Greg Dela,Joe Jayson & Greg Dela,Future House / Future Bounce,2017,2017-04-07 11:12:55,FUTURE'S FINEST,21,iTunes Media/Music/Joe Jayson & Greg Dela/Aurora [Single]/Aurora [Original Mix].mp3,"Greg Dela, Joe Jayson",,
What It Looks Like [Extended Mix],What It Looks Like [Single],Daniel Garrick × KARRA,Daniel Garrick × KARRA,Progressive House,2017,2017-04-08 15:05:44,REVEALED,20,iTunes Media/Music/Daniel Garrick × KARRA/What It Looks Like [Single]/What It Looks Like [Extended Mix].mp3,"Daniel Garrick, KARRA",,
Feel Alive [Extended Mix],Feel Alive [Single],Lucas & Steve × Pep & Rash,Lucas & Steve × Pep & Rash,Future House / Future Bounce,2017,2017-04-08 15:05:44,SPINNIN',16,iTunes Media/Music/Lucas & Steve × Pep & Rash/Feel Alive [Single]/Feel Alive [Extended Mix].mp3,"Lucas & Steve, Pep & Rash",,
Focus [Extended Mix],Focus [Single],SICK INDIVIDUALS,SICK INDIVIDUALS,Electro House,2017,2017-04-08 15:05:44,REVEALED,40,iTunes Media/Music/SICK INDIVIDUALS/Focus [Single]/Focus [Extended Mix].mp3,SICK INDIVIDUALS,,
Hoop [Original Mix],Hoop [Single],Adaptiv & Ton Don,Adaptiv & Ton Don,Future House / Future Bounce,2017,2017-04-08 17:34:16,SICK & SOUND,21,iTunes Media/Music/Adaptiv & Ton Don/Hoop [Single]/Hoop [Original Mix].mp3,"Adaptiv, Ton Don",,
Good Grief [Don Diablo Remix],Good Grief [Remix],Bastille,Bastille,Future House / Future Bounce,2016,2017-04-12 16:54:00,VIRGIN,28,iTunes Media/Music/Bastille/Good Grief [Remix]/Good Grief [Don Diablo Remix].mp3,"Bastille, Don Diablo, Dan Smith",,
Echo [Ben Ambergen & Pete Kingsman Remix],Echo [Remix],Hardwell (feat. Jonathan Mendelsohn),Hardwell,Progressive House,2017,2017-04-12 16:54:00,DUBSET,25,iTunes Media/Music/Hardwell/Echo [Remix]/Echo [Ben Ambergen & Pete Kingsman R.mp3,"Ben Ambergen, Hardwell, Jonathan Mendelsohn, Pete Kingsman",,
I Will Make Your Heart Break [Extended Mix],I Will Make Your Heart Break [Single],Alex Sonata (feat. Katrine Stenbekk),Alex Sonata,Trance,2017,2017-04-15 13:23:26,GARUDA,11,iTunes Media/Music/Alex Sonata/I Will Make Your Heart Break [Single]/I Will Make Your Heart Break [Extend.mp3,"Alex Sonata, Katrine Stenbekk",,
In Motion,In Motion [Single],Bob Lemon,Bob Lemon,Future Bass,2017,2017-04-15 13:23:26,-,22,iTunes Media/Music/Bob Lemon/In Motion [Single]/In Motion.mp3,Bob Lemon,,
Children Of A Miracle [Don Diablo's VIP Remix],Children Of A Miracle,Don Diablo & Marnik,Don Diablo & Marnik,Future House / Future Bounce,2017,2017-04-15 13:23:26,HEXAGON,24,iTunes Media/Music/Don Diablo & Marnik/Children Of A Miracle/02 Children Of A Miracle [Don Diablo.mp3,"Don Diablo, Marnik",,
Fearless [Original Mix],Fearless [Single],Eric Rodriguez & Jeyday,Eric Rodriguez & Jeyday,Progressive House,2017,2017-04-15 13:23:26,EXPOSED,9,iTunes Media/Music/Eric Rodriguez & Jeyday/Fearless [Single]/Fearless [Original Mix].mp3,"Eric Rodriguez, Jeyday",,
Nighthawk [Extended Mix],Nighthawk [Single],Row Rocka,Row Rocka,Electro House,2017,2017-04-15 13:23:26,REVEALED,15,iTunes Media/Music/Row Rocka/Nighthawk [Single]/Nighthawk [Extended Mix].mp3,Row Rocka,,
Talk,Talk [Single],Salvatore Ganacci,Salvatore Ganacci,Trap,2017,2017-04-15 13:23:26,REFUNE MUSIC,43,iTunes Media/Music/Salvatore Ganacci/Talk [Single]/Talk.mp3,Salvatore Ganacci,,
Talus Battle [Chime Remix],Game Music Compilation,Manaka Kataoka,Various Artist,Complextro,2017,2017-04-15 13:23:26,-,20,iTunes Media/Music/Compilations/Game Music Compilation/2-04 Talus Battle [Chime Remix].mp3,"Chime, Manaka Kataoka",,
Out Of The Dark,Out Of The Dark [Single],RBYN,RBYN,Future Bass,2017,2017-04-19 19:32:08,THRIVE MUSIC,22,iTunes Media/Music/RBYN/Out Of The Dark [Single]/Out Of The Dark.mp3,RBYN,,
Flow [Original Mix],Flow [Single],Dirty Palm & Tyrant,Dirty Palm & Tyrant,Melbourne Bounce,2017,2017-04-20 14:40:47,NIK COOPER,16,iTunes Media/Music/Dirty Palm & Tyrant/Flow [Single]/Flow [Original Mix].mp3,"Dirty Palm, Tyrant",,
Wasted Youth [Noah. Remix],Wasted Youth [Remix],Fletcher,Fletcher,Future Bass,2017,2017-04-20 14:40:47,-,17,iTunes Media/Music/Fletcher/Wasted Youth [Remix]/Wasted Youth [Noah. Remix].mp3,"Fletcher, Noah.",,
Surrender [Extended Mix],Surrender [Single],Jason Gewalt (feat. Stevyn),Jason Gewalt,Future House / Future Bounce,2017,2017-04-20 14:40:47,TUVALI,25,iTunes Media/Music/Jason Gewalt/Surrender [Single]/Surrender [Extended Mix].mp3,"Jason Gewalt, Stevyn",,
All Of Me [Naderi Remix],All Of Me [Remix],Big Gigantic (feat. Logic & Rozes),Big Gigantic,Future Bass,2017,2017-04-22 15:01:48,-,32,iTunes Media/Music/Big Gigantic/All Of Me [Remix]/All Of Me [Naderi Remix].mp3,"Big Gigantic, Logic, Naderi, Rozes",,
Yalla,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,4,iTunes Media/Music/Calogero/3/01 Yalla.mp3,Calogero,,
Il Bat,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,3,iTunes Media/Music/Calogero/3/02 Il Bat.mp3,Calogero,,
Face À la Mer,3,Calogero (feat. Passi),Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,2,iTunes Media/Music/Calogero/3/03 Face À la Mer.mp3,"Calogero, Passi",,
Si Seulement Je Pouvais Lui Manquer,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,2,iTunes Media/Music/Calogero/3/04 Si Seulement Je Pouvais Lui Manqu.mp3,Calogero,,
Qui Parlait,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,9,iTunes Media/Music/Calogero/3/05 Qui Parlait.mp3,Calogero,,
Fais Comme Tu Veux,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,0,iTunes Media/Music/Calogero/3/06 Fais Comme Tu Veux.mp3,Calogero,,
Je N'ai Que Nous à Vivre,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,0,iTunes Media/Music/Calogero/3/07 Je N'ai Que Nous à Vivre.mp3,Calogero,,
Un Jour Parfait,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,4,iTunes Media/Music/Calogero/3/08 Un Jour Parfait.mp3,Calogero,,
Les Hommes Endormis,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,0,iTunes Media/Music/Calogero/3/09 Les Hommes Endormis.mp3,Calogero,,
Safe Sex,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,0,iTunes Media/Music/Calogero/3/10 Safe Sex.mp3,Calogero,,
Rare,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,0,iTunes Media/Music/Calogero/3/11 Rare.mp3,Calogero,,
La Bienvenue,3,Calogero,Calogero,Pop Françaises / Variété,2004,2017-04-23 15:51:09,,0,iTunes Media/Music/Calogero/3/12 La Bienvenue.mp3,Calogero,,
Bonzo's Juggling Show [Original Mix],Bonzo's Juggling Show [Single],Bali Bandits,Bali Bandits,Future House / Future Bounce,2017,2017-04-25 20:52:18,FUTURE HOUSE MUSIC,16,iTunes Media/Music/Bali Bandits/Bonzo's Juggling Show [Single]/Bonzo's Juggling Show [Original Mix].mp3,Bali Bandits,,
